year,type,country,activity,sex,age,fatal,time,species
2008,Unprovoked,EGY,Diving,F,18,N,10,White Shark
2008,Provoked,AUS,Diving,M,34,N,17,Nurse Shark
2008,Unprovoked,NC,Fishing,M,24,N,11,Lemon Shark
2008,Unprovoked,AUS,Surfing,M,15,N,15,Unknown Shark
2008,Unprovoked,USA,Fishing,M,11,N,12,Unknown Shark
2008,Unprovoked,CRO,Fishing,M,43,N,12,White Shark
2008,Unprovoked,USA,Surfing,M,44,N,11,Unknown Shark
2008,Unprovoked,USA,Surfing,M,40,N,11,Unknown Shark
2008,Provoked,AUS,Swimming,M,43,N,14,Whaler Shark
2008,Unprovoked,USA,Swimming,M,32,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,40,N,16,Tiger Shark
2008,Unprovoked,USA,Surfing,M,18,N,10,White Shark
2008,Unprovoked,AUS,Surfing,M,51,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,43,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,15,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,52,N,10,Unknown Shark
2008,Unprovoked,USA,Surfing,M,18,N,10,Unknown Shark
2008,Unprovoked,USA,Swimming,M,27,N,19,Unknown Shark
2008,Unprovoked,USA,Surfing,M,19,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,26,N,11,Unknown Shark
2008,Unprovoked,USA,Swimming,M,20,N,15,Unknown Shark
2008,Unprovoked,USA,Surfing,F,20,N,18,Unknown Shark
2008,Unprovoked,USA,Swimming,M,47,N,14,Unknown Shark
2008,Unprovoked,USA,Swimming,F,38,N,18,Bull Shark
2008,Unprovoked,USA,Wading,F,13,N,12,Unknown Shark
2008,Unprovoked,USA,Diving,M,18,N,14,Tiger Shark
2008,Unprovoked,AUS,Surfing,M,31,N,10,White Shark
2008,Unprovoked,PAN,Swimming,M,18,N,18,Unknown Shark
2008,Unprovoked,USA,Swimming,M,18,N,15,Reef Shark
2008,Unprovoked,USA,Surfing,M,17,N,9,Unknown Shark
2008,Unprovoked,USA,Diving,F,44,N,8,Unknown Shark
2008,Unprovoked,USA,Wading,F,8,N,13,Unknown Shark
2008,Provoked,USA,Surfing,M,15,N,14,Unknown Shark
2008,Unprovoked,USA,Wading,M,16,N,13,Unknown Shark
2008,Unprovoked,USA,Surfing,M,24,N,14,Unknown Shark
2008,Unprovoked,USA,Swimming,F,14,N,19,Unknown Shark
2008,Unprovoked,USA,Surfing,F,17,N,14,Unknown Shark
2008,Unprovoked,USA,Wading,M,53,N,12,Unknown Shark
2008,Unprovoked,BAH,Fishing,M,42,N,11,Bull Shark
2008,Unprovoked,SA,Surfing,M,46,N,14,White Shark
2008,Unprovoked,USA,Surfing,M,29,N,12,Unknown Shark
2008,Unprovoked,USA,Swimming,M,37,N,11,Unknown Shark
2008,Unprovoked,BRZ,Surfing,M,18,N,10,Unknown Shark
2008,Boating,USA,Kayaking,F,40,N,9,White Shark
2008,Unprovoked,USA,Wading,F,35,N,11,Unknown Shark
2008,Unprovoked,USA,Surfing,F,15,N,18,Unknown Shark
2008,Unprovoked,BRZ,Swimming,M,14,N,15,Bull Shark
2008,Unprovoked,USA,Surfing,M,9,N,15,Unknown Shark
2008,Unprovoked,MEX,Surfing,M,49,N,10,Unknown Shark
2008,Unprovoked,FIJI,Diving,M,28,Y,22,Unknown Shark
2008,Unprovoked,AUS,Swimming,M,37,N,7,White Shark
2008,Unprovoked,NC,Fishing,M,40,N,14,Bull Shark
2008,Unprovoked,USA,Wading,M,6,N,12,Unknown Shark
2008,Unprovoked,MEX,Surfing,M,24,Y,12,Tiger Shark
2008,Unprovoked,USA,Surfing,M,18,N,11,Unknown Shark
2008,Unprovoked,USA,Surfing,M,24,N,10,Unknown Shark
2008,Unprovoked,NC,Swimming,M,32,N,10,Bull Shark
2008,Provoked,USA,Surfing,M,21,N,9,Unknown Shark
2008,Unprovoked,USA,Swimming,M,66,Y,7,White Shark
2008,Unprovoked,USA,Surfing,M,14,N,8,Unknown Shark
2008,Unprovoked,MEX,Swimming,M,32,N,10,Unknown Shark
2008,Unprovoked,AUS,Surfing,M,19,N,11,Unknown Shark
2008,Unprovoked,USA,Surfing,M,30,N,15,Unknown Shark
2008,Unprovoked,AUS,Surfing,M,16,Y,8,Bull Shark
2008,Unprovoked,USA,Surfing,M,18,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,52,N,18,Unknown Shark
2008,Unprovoked,USA,Surfing,M,13,N,11,Unknown Shark
2008,Unprovoked,USA,Wading,M,14,N,15,Unknown Shark
2008,Unprovoked,USA,Surfing,M,8,N,12,Unknown Shark
2008,Unprovoked,USA,Surfing,M,27,N,8,White Shark
2008,Unprovoked,BAH,Diving,M,49,Y,10,Bull Shark
2008,Unprovoked,USA,Surfing,M,25,N,17,Unknown Shark
2008,Provoked,AUS,Messing with Sharks,M,20,N,7,Mako Shark
2008,Boating,NZ,Messing with Sharks,M,18,N,14,Whaler Shark
2007,Unprovoked,AUS,Surfing,M,31,N,11,Unknown Shark
2007,Unprovoked,AUS,Swimming,M,34,N,20,Unknown Shark
2007,Unprovoked,AUS,Surfing,M,18,N,14,Unknown Shark
2007,Unprovoked,SA,Surfing,M,14,N,17,Unknown Shark
2007,Unprovoked,USA,Surfing,M,42,N,9,Unknown Shark
2007,Unprovoked,SA,Surfing,M,37,N,8,White Shark
2007,Unprovoked,USA,Swimming,M,32,N,15,Tiger Shark
2007,Unprovoked,AUS,Surfing,F,52,N,11,White Shark
2007,Unprovoked,AUS,Fishing,M,31,N,12,Whaler Shark
2007,Unprovoked,USA,Surfing,M,22,N,20,Unknown Shark
2007,Unprovoked,USA,Surfing,M,16,N,8,Blacktip Shark
2007,Unprovoked,USA,Surfing,M,18,N,11,Unknown Shark
2007,Sea Disaster,PHI,Swimming,M,18,Y,14,Unknown Shark
2007,Unprovoked,NC,Swimming,F,23,Y,10,Tiger Shark
2007,Unprovoked,BAH,Fishing,F,48,N,12,Reef Shark
2007,Unprovoked,USA,Surfing,F,18,N,8,White Shark
2007,Unprovoked,EGY,Swimming,F,18,N,7,White Shark
2007,Unprovoked,USA,Surfing,M,23,N,18,Unknown Shark
2007,Unprovoked,SI,Fishing,M,18,N,18,Reef Shark
2007,Unprovoked,USA,Wading,M,56,N,11,Unknown Shark
2007,Unprovoked,USA,Surfing,F,15,N,10,Unknown Shark
2007,Unprovoked,USA,Diving,M,14,N,16,Nurse Shark
2007,Unprovoked,USA,Wading,F,58,N,11,Unknown Shark
2007,Unprovoked,USA,Wading,F,36,N,13,Unknown Shark
2007,Unprovoked,USA,Standing,M,15,N,18,Unknown Shark
2007,Unprovoked,USA,Jumping,F,12,N,10,Unknown Shark
2007,Unprovoked,USA,Swimming,M,58,N,9,Spinner Shark
2007,Unprovoked,USA,Surfing,M,15,N,16,Tiger Shark
2007,Unprovoked,USA,Surfing,M,24,N,10,White Shark
2007,Unprovoked,USA,Surfing,M,54,N,14,Unknown Shark
2007,Unprovoked,USA,Surfing,M,27,N,10,Unknown Shark
2007,Provoked,USA,Fishing,M,18,N,19,Tiger Shark
2007,Unprovoked,USA,Swimming,M,52,N,20,Unknown Shark
2007,Unprovoked,USA,Surfing,M,16,N,12,Unknown Shark
2007,Unprovoked,USA,Playing,M,7,N,10,Unknown Shark
2007,Unprovoked,USA,Swimming,M,20,N,22,Bull Shark
2007,Unprovoked,USA,Swimming,F,15,N,17,Unknown Shark
2007,Unprovoked,USA,Surfing,M,19,N,18,Unknown Shark
2007,Unprovoked,USA,Swimming,M,30,N,16,Unknown Shark
2007,Unprovoked,USA,Surfing,M,9,N,14,Unknown Shark
2007,Unprovoked,USA,Swimming,F,19,N,12,Bull Shark
2007,Unprovoked,USA,Surfing,M,51,N,12,Unknown Shark
2007,Unprovoked,USA,Surfing,M,20,N,23,Unknown Shark
2007,Boating,USA,Fishing,M,18,N,10,White Shark
2007,Unprovoked,USA,Diving,M,36,N,15,Unknown Shark
2007,Unprovoked,AUS,Wading,M,15,N,11,Whaler Shark
2007,Unprovoked,USA,Swimming,M,14,N,12,Unknown Shark
2007,Unprovoked,USA,Swimming,F,43,N,11,Unknown Shark
2007,Unprovoked,USA,Wading,F,30,N,13,Unknown Shark
2007,Unprovoked,BAH,Fishing,F,48,N,11,Bull Shark
2007,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
2007,Unprovoked,REU,Surfing,M,17,N,14,Unknown Shark
2007,Unprovoked,USA,Swimming,F,18,N,10,Unknown Shark
2007,Unprovoked,USA,Surfing,M,20,N,17,Unknown Shark
2007,Unprovoked,USA,Surfing,M,18,N,7,Tiger Shark
2007,Unprovoked,USA,Surfing,F,9,N,16,Unknown Shark
2007,Unprovoked,USA,Swimming,F,18,N,11,Unknown Shark
2007,Unprovoked,USA,Wading,F,18,N,17,Unknown Shark
2007,Provoked,USA,Messing with Sharks,F,40,N,10,Blacktip Shark
2007,Provoked,UK,Fishing,M,38,N,12,Dogfish Shark
2007,Unprovoked,AUS,Wading,F,38,N,14,Unknown Shark
2007,Unprovoked,AUS,Surfing,M,19,N,17,Unknown Shark
2007,Unprovoked,USA,Surfing,F,21,N,16,Unknown Shark
2007,Unprovoked,AUS,Swimming,M,45,N,12,Unknown Shark
2007,Unprovoked,USA,Diving,F,63,N,8,Tiger Shark
2007,Unprovoked,USA,Swimming,M,68,N,8,Unknown Shark
2007,Unprovoked,AUS,Swimming,F,13,N,18,Unknown Shark
2007,Unprovoked,USA,Surfing,M,12,N,12,Blacktip Shark
2007,Unprovoked,USA,Surfing,M,24,N,17,Unknown Shark
2007,Unprovoked,NC,Surfing,M,26,N,16,Tiger Shark
2007,Unprovoked,USA,Playing,M,7,N,13,Unknown Shark
2007,Unprovoked,USA,Surfing,M,27,N,14,Unknown Shark
2007,Unprovoked,USA,Surfing,M,9,N,13,Unknown Shark
2007,Unprovoked,YEM,Murder,M,18,Y,10,Unknown Shark
2007,Unprovoked,USA,Surfing,M,11,N,10,Unknown Shark
2007,Unprovoked,AUS,Surfing,F,42,N,10,Unknown Shark
2007,Unprovoked,AUS,Swimming,F,59,N,15,Unknown Shark
2007,Unprovoked,USA,Surfing,M,29,N,13,Unknown Shark
2007,Unprovoked,AUS,Surfing,M,26,N,8,Unknown Shark
2007,Unprovoked,NC,Fishing,M,30,N,14,Tiger Shark
2007,Boating,USA,Shrimping,M,18,N,3,Unknown Shark
2007,Unprovoked,AUS,Diving,M,41,N,10,White Shark
2007,Unprovoked,SA,Swimming,M,24,Y,12,Tiger Shark
2007,Unprovoked,AUS,Surfing,M,18,N,6,Unknown Shark
2007,Unprovoked,USA,Surfing,M,54,N,14,Unknown Shark
2007,Unprovoked,USA,Surfing,M,24,N,10,Tiger Shark
2006,Unprovoked,AUS,Surfing,M,25,N,20,Unknown Shark
2006,Unprovoked,NZ,Surfing,M,10,N,11,Unknown Shark
2006,Unprovoked,USA,Surfing,M,43,N,11,White Shark
2006,Provoked,SA,Fishing,M,25,N,10,Raggedtooth Shark
2006,Unprovoked,AUS,Surfing,M,15,N,7,White Shark
2006,Sea Disaster,PHI,Swimming,M,18,Y,14,Unknown Shark
2006,Unprovoked,USA,Swimming,M,29,N,12,Unknown Shark
2006,Provoked,SA,Sailing,M,18,N,12,Bull Shark
2006,Unprovoked,USA,Surfing,M,20,N,11,Unknown Shark
2006,Unprovoked,USA,Swimming,M,18,N,12,Unknown Shark
2006,Unprovoked,USA,Surfing,M,16,N,10,Unknown Shark
2006,Unprovoked,USA,Swimming,M,55,N,14,Spinner Shark
2006,Unprovoked,AUS,Diving,M,44,N,11,Unknown Shark
2006,Unprovoked,BRZ,Surfing,M,20,Y,13,Unknown Shark
2006,Unprovoked,USA,Standing,M,33,N,17,Unknown Shark
2006,Unprovoked,USA,Swimming,M,12,N,17,Unknown Shark
2006,Unprovoked,AUS,Surfing,M,18,N,16,Whaler Shark
2006,Unprovoked,REU,Surfing,M,27,N,18,Unknown Shark
2006,Unprovoked,REU,Surfing,M,34,Y,11,Unknown Shark
2006,Unprovoked,SA,Lifesaving drill,M,24,N,11,White Shark
2006,Unprovoked,USA,Wading,F,59,N,12,Unknown Shark
2006,Unprovoked,USA,Surfing,M,41,N,16,White Shark
2006,Unprovoked,USA,Surfing,M,18,N,12,Mako Shark
2006,Unprovoked,SA,Surfing,M,19,N,16,White Shark
2006,Unprovoked,USA,Surfing,M,14,N,13,Unknown Shark
2006,Unprovoked,USA,Standing,M,49,N,10,Unknown Shark
2006,Unprovoked,USA,Swimming,F,21,N,13,Unknown Shark
2006,Unprovoked,USA,Wading,M,40,N,17,Unknown Shark
2006,Unprovoked,USA,Walking,M,11,N,13,Unknown Shark
2006,Unprovoked,USA,Surfing,F,14,N,11,Bull Shark
2006,Unprovoked,USA,Swimming,M,13,N,13,Unknown Shark
2006,Unprovoked,USA,Surfing,F,9,N,11,Unknown Shark
2006,Provoked,USA,Fishing,M,18,N,12,Unknown Shark
2006,Unprovoked,BAH,Fishing,M,25,N,13,Unknown Shark
2006,Unprovoked,USA,Surfing,F,22,N,13,Blacktip Shark
2006,Unprovoked,BRZ,Surfing,M,27,Y,9,Unknown Shark
2006,Unprovoked,USA,Diving,M,43,N,11,Unknown Shark
2006,Unprovoked,USA,Surfing,M,24,N,15,Unknown Shark
2006,Unprovoked,USA,Playing,F,7,N,13,Unknown Shark
2006,Unprovoked,AUS,Surfing,M,40,N,11,White Shark
2006,Unprovoked,USA,Fishing,M,26,N,13,Tiger Shark
2006,Provoked,USA,Messing with Sharks,M,18,N,12,Tiger Shark
2006,Unprovoked,USA,Surfing,M,31,N,16,Unknown Shark
2006,Provoked,USA,Fishing,M,15,N,16,Reef Shark
2006,Unprovoked,BRZ,Surfing,M,33,N,11,Unknown Shark
2006,Unprovoked,USA,Diving,F,30,N,15,Tiger Shark
2006,Unprovoked,USA,Surfing,M,18,N,12,Unknown Shark
2006,Unprovoked,USA,Swimming,F,20,N,16,Unknown Shark
2006,Provoked,AUS,Diving,M,46,N,16,Wobbegong Shark
2006,Unprovoked,USA,Standing,F,13,N,15,Unknown Shark
2006,Provoked,USA,Fishing,M,35,N,12,Bull Shark
2006,Unprovoked,AUS,Surfing,M,15,N,13,Whaler Shark
2006,Unprovoked,SA,Surfing,M,15,N,17,Raggedtooth Shark
2006,Unprovoked,BRZ,Swimming,M,35,N,12,Tiger Shark
2006,Unprovoked,USA,Wading,M,11,N,12,Unknown Shark
2006,Unprovoked,USA,Surfing,F,28,N,11,Tiger Shark
2006,Unprovoked,FIJI,Surfing,M,21,N,18,Tiger Shark
2006,Unprovoked,AUS,Surfing,M,15,N,17,Whaler Shark
2006,Unprovoked,USA,Standing,F,15,N,16,Unknown Shark
2006,Unprovoked,USA,Diving,M,45,N,12,Unknown Shark
2006,Unprovoked,AUS,Wading,M,18,N,11,Unknown Shark
2006,Boating,AUS,Fishing,M,18,N,12,White Shark
2006,Unprovoked,SA,Surfing,M,15,N,12,Raggedtooth Shark
2006,Unprovoked,TONG,Swimming,F,24,Y,18,Tiger Shark
2006,Boating,USA,Kayaking,M,57,N,12,Unknown Shark
2006,Unprovoked,SA,Fishing,M,34,N,14,Unknown Shark
2006,Unprovoked,USA,Surfing,M,18,N,22,Unknown Shark
2006,Unprovoked,AUS,Diving,M,52,N,11,White Shark
2006,Unprovoked,BAH,Diving,M,18,N,10,Unknown Shark
2006,Unprovoked,AUS,Swimming,F,21,Y,17,Bull Shark
2006,Unprovoked,USA,Surfing,M,21,N,16,Unknown Shark
2005,Unprovoked,USA,Surfing,M,30,N,12,White Shark
2005,Unprovoked,USA,Swimming,M,29,N,11,Tiger Shark
2005,Unprovoked,AUS,Fishing,M,44,N,11,White Shark
2005,Boating,AUS,Fishing,M,18,N,15,White Shark
2005,Unprovoked,USA,Surfing,M,23,N,13,Unknown Shark
2005,Unprovoked,AUS,Surfing,M,18,N,18,Unknown Shark
2005,Unprovoked,SA,Surfing,M,26,N,11,Unknown Shark
2005,Unprovoked,NC,Fishing,M,18,N,20,Unknown Shark
2005,Unprovoked,USA,Surfing,M,30,N,12,Unknown Shark
2005,Unprovoked,USA,Surfing,M,17,N,14,Unknown Shark
2005,Provoked,SA,Fishing,M,32,N,14,Raggedtooth Shark
2005,Unprovoked,USA,Surfing,M,18,N,13,Unknown Shark
2005,Unprovoked,USA,Surfing,M,25,N,16,Unknown Shark
2005,Unprovoked,USA,Surfing,M,26,N,7,White Shark
2005,Unprovoked,STM,Standing,M,55,N,8,Unknown Shark
2005,Unprovoked,SA,Surfing,M,20,N,10,Unknown Shark
2005,Unprovoked,USA,Surfing,M,36,N,11,White Shark
2005,Unprovoked,USA,Surfing,F,20,N,10,White Shark
2005,Provoked,USA,Wading,M,15,N,17,Unknown Shark
2005,Unprovoked,USA,Surfing,M,22,N,18,Tiger Shark
2005,Unprovoked,GC,Diving,F,57,N,15,Reef Shark
2005,Unprovoked,USA,Surfing,M,48,N,16,Unknown Shark
2005,Unprovoked,SA,Surfing,M,52,N,15,White Shark
2005,Unprovoked,AUS,Surfing,M,26,N,12,White Shark
2005,Unprovoked,AUS,Surfing,M,44,N,10,Whaler Shark
2005,Unprovoked,USA,Surfing,M,18,N,7,Unknown Shark
2005,Unprovoked,USA,Surfing,F,68,N,16,Unknown Shark
2005,Unprovoked,USA,Surfing,M,18,Y,14,Unknown Shark
2005,Unprovoked,AUS,Standing,M,15,N,18,Unknown Shark
2005,Unprovoked,USA,Wading,F,18,N,15,Bull Shark
2005,Unprovoked,AUS,Surfing,M,40,N,15,White Shark
2005,Unprovoked,USA,Surfing,M,62,N,11,Unknown Shark
2005,Unprovoked,AUS,Diving,M,23,Y,16,White Shark
2005,Unprovoked,USA,Surfing,M,37,N,11,White Shark
2005,Unprovoked,USA,Surfing,M,17,N,12,Unknown Shark
2005,Unprovoked,USA,Swimming,M,8,N,10,Blacktip Shark
2005,Unprovoked,USA,Walking,M,12,N,20,Unknown Shark
2005,Unprovoked,USA,Surfing,M,16,N,11,Unknown Shark
2005,Unprovoked,USA,Swimming,M,14,N,9,Unknown Shark
2005,Unprovoked,USA,Wading,F,13,N,18,Unknown Shark
2005,Unprovoked,USA,Surfing,M,61,N,11,Unknown Shark
2005,Unprovoked,USA,Surfing,M,25,N,11,Unknown Shark
2005,Unprovoked,USA,Swimming,M,22,N,16,Unknown Shark
2005,Unprovoked,USA,Sailing,F,14,N,13,Unknown Shark
2005,Unprovoked,USA,Standing,M,19,N,11,Unknown Shark
2005,Unprovoked,USA,Fishing,M,16,N,11,Bull Shark
2005,Unprovoked,USA,Swimming,F,14,Y,11,Bull Shark
2005,Unprovoked,VAN,Swimming,F,7,Y,12,Unknown Shark
2005,Unprovoked,MEX,Surfing,M,18,N,7,Unknown Shark
2005,Unprovoked,USA,Swimming,M,49,N,8,Unknown Shark
2005,Unprovoked,USA,Swimming,M,20,N,12,Unknown Shark
2005,Unprovoked,USA,Surfing,M,17,N,11,White Shark
2005,Unprovoked,SA,Fishing,M,22,Y,15,White Shark
2005,Unprovoked,USA,Wading,M,6,N,10,Unknown Shark
2005,Unprovoked,USA,Swimming,M,33,N,17,Unknown Shark
2005,Unprovoked,USA,Swimming,F,18,N,18,Unknown Shark
2005,Unprovoked,SA,Surfing,M,32,N,11,Raggedtooth Shark
2005,Boating,USA,Kayaking,M,18,N,11,Tiger Shark
2005,Unprovoked,USA,Surfing,M,47,N,10,Tiger Shark
2005,Provoked,AUS,Fishing,M,25,N,23,Mako Shark
2005,Unprovoked,AUS,Surfing,M,40,N,6,Whaler Shark
2005,Unprovoked,USA,Surfing,M,37,N,19,Unknown Shark
2005,Unprovoked,SA,Surfing,M,32,N,9,Unknown Shark
2005,Unprovoked,VEN,Surfing,M,18,N,17,Unknown Shark
2005,Unprovoked,AUS,Diving,M,26,Y,14,White Shark
2005,Provoked,USA,Diving,M,45,N,15,Tiger Shark
2005,Provoked,NZ,Fishing,M,18,N,14,Whaler Shark
2005,Unprovoked,USA,Surfing,M,18,N,14,Tiger Shark
2005,Provoked,AUS,Sailing,M,18,N,14,Whaler Shark
2005,Boating,NZ,Fishing,M,39,N,12,White Shark
2004,Unprovoked,AUS,Surfing,M,18,Y,15,White Shark
2004,Unprovoked,AUS,Fishing,M,38,Y,13,Bull Shark
2004,Unprovoked,SA,Surfing,M,20,N,18,Raggedtooth Shark
2004,Unprovoked,SA,Swimming,F,77,Y,7,White Shark
2004,Unprovoked,USA,Surfing,M,38,N,13,White Shark
2004,Unprovoked,VAN,Diving,M,30,N,9,Unknown Shark
2004,Unprovoked,CUB,Diving,M,40,N,14,Bull Shark
2004,Unprovoked,SA,Messing with Sharks,M,52,N,10,White Shark
2004,Unprovoked,AUS,Surfing,M,59,N,12,Whaler Shark
2004,Unprovoked,USA,Surfing,M,18,N,9,White Shark
2004,Unprovoked,USA,Fishing,M,34,N,12,Tiger Shark
2004,Unprovoked,SA,Surfing,M,34,N,10,Raggedtooth Shark
2004,Unprovoked,REU,Surfing,M,15,N,16,Tiger Shark
2004,Unprovoked,USA,Surfing,M,16,N,15,Unknown Shark
2004,Unprovoked,USA,Surfing,M,40,N,14,Unknown Shark
2004,Boating,AUS,Fishing,M,18,N,12,Tiger Shark
2004,Unprovoked,USA,Surfing,M,26,N,9,White Shark
2004,Unprovoked,USA,Jumping,F,17,N,15,Unknown Shark
2004,Unprovoked,USA,Walking,F,38,N,17,Unknown Shark
2004,Unprovoked,BRZ,Swimming,M,24,N,13,Tiger Shark
2004,Unprovoked,USA,Surfing,M,18,N,17,White Shark
2004,Unprovoked,USA,Diving,M,50,Y,16,White Shark
2004,Unprovoked,USA,Swimming,M,47,N,20,Unknown Shark
2004,Unprovoked,AUS,Fishing,M,30,N,14,Unknown Shark
2004,Unprovoked,USA,Surfing,F,20,N,13,Unknown Shark
2004,Unprovoked,USA,Surfing,F,28,N,17,Unknown Shark
2004,Unprovoked,USA,Swimming,F,13,N,17,Unknown Shark
2004,Unprovoked,USA,Swimming,F,19,N,16,Unknown Shark
2004,Unprovoked,USA,Fishing,M,11,N,19,Bull Shark
2004,Unprovoked,AUS,Surfing,M,30,Y,14,Unknown Shark
2004,Unprovoked,USA,Wading,M,7,N,16,Unknown Shark
2004,Unprovoked,USA,Surfing,M,45,N,9,White Shark
2004,Unprovoked,AUS,Surfing,M,17,N,12,Whaler Shark
2004,Unprovoked,USA,Swimming,M,8,N,18,Unknown Shark
2004,Unprovoked,SA,Swimming,M,21,Y,15,White Shark
2004,Unprovoked,USA,Wading,M,16,N,19,Unknown Shark
2004,Unprovoked,BRZ,Swimming,M,17,N,14,Bull Shark
2004,Unprovoked,USA,Surfing,M,44,N,11,Unknown Shark
2004,Unprovoked,USA,Swimming,M,9,N,12,Unknown Shark
2004,Unprovoked,USA,Surfing,F,9,N,12,Unknown Shark
2004,Unprovoked,BRZ,Wading,F,24,N,16,Unknown Shark
2004,Provoked,BAH,Fishing,M,63,N,15,Reef Shark
2004,Unprovoked,USA,Surfing,M,28,N,16,Mako Shark
2004,Unprovoked,BRZ,Swimming,M,22,Y,12,Unknown Shark
2004,Unprovoked,AUS,Diving,M,18,N,10,Wobbegong Shark
2004,Unprovoked,USA,Surfing,M,57,Y,7,Tiger Shark
2004,Unprovoked,SA,Surfing,M,16,N,14,White Shark
2004,Unprovoked,USA,Surfing,M,20,N,9,Bull Shark
2004,Unprovoked,BRZ,Surfing,M,22,N,7,Bull Shark
2004,Unprovoked,USA,Surfing,M,18,N,15,Bull Shark
2004,Unprovoked,USA,Swimming,M,61,N,8,Unknown Shark
2004,Unprovoked,USA,Diving,F,18,N,10,Unknown Shark
2004,Unprovoked,NZ,Fishing,M,18,N,12,Whaler Shark
2004,Unprovoked,USA,Surfing,M,51,N,7,Tiger Shark
2004,Unprovoked,BRZ,Swimming,M,29,Y,15,Unknown Shark
2004,Unprovoked,NZ,Surfing,M,15,N,19,Unknown Shark
2004,Unprovoked,AUS,Fishing,M,31,N,11,Unknown Shark
2004,Unprovoked,AUS,Diving,M,46,N,11,White Shark
2004,Unprovoked,VEN,Swimming,M,18,N,14,Bull Shark
2004,Unprovoked,VEN,Fishing,M,40,N,11,Bull Shark
2004,Unprovoked,AUS,Diving,M,18,N,12,Raggedtooth Shark
2004,Unprovoked,NZ,Fishing,M,18,N,12,Unknown Shark
2004,Sea Disaster,EGY,Swimming,M,18,Y,3,Unknown Shark
2004,Unprovoked,AUS,Surfing,M,18,N,10,Unknown Shark
2003,Unprovoked,USA,Swimming,M,13,N,13,Unknown Shark
2003,Unprovoked,NZ,Swimming,M,45,Y,22,Unknown Shark
2003,Unprovoked,AUS,Surfing,M,36,N,9,Unknown Shark
2003,Unprovoked,AUS,Swimming,M,18,N,11,Wobbegong Shark
2003,Unprovoked,AUS,Swimming,M,18,N,11,Wobbegong Shark
2003,Unprovoked,USA,Surfing,F,35,N,15,Unknown Shark
2003,Unprovoked,AUS,Standing,M,18,N,18,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,15,Unknown Shark
2003,Unprovoked,AUS,Surfing,M,22,N,17,Nurse Shark
2003,Unprovoked,USA,Surfing,F,13,N,7,Tiger Shark
2003,Unprovoked,USA,Surfing,M,46,N,12,Unknown Shark
2003,Unprovoked,USA,Diving,M,56,N,12,Unknown Shark
2003,Unprovoked,USA,Surfing,F,18,N,15,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2003,Provoked,USA,Surfing,M,30,N,14,Unknown Shark
2003,Unprovoked,USA,Surfing,M,50,N,12,Unknown Shark
2003,Unprovoked,USA,Fishing,F,41,N,12,Grey Shark
2003,Unprovoked,FIJI,Wading,M,40,Y,22,Unknown Shark
2003,Unprovoked,USA,Surfing,M,16,N,7,Unknown Shark
2003,Unprovoked,USA,Surfing,M,21,N,11,Unknown Shark
2003,Unprovoked,USA,Surfing,M,19,N,16,Unknown Shark
2003,Unprovoked,USA,Surfing,M,17,N,14,Unknown Shark
2003,Unprovoked,USA,Surfing,M,30,N,16,Unknown Shark
2003,Boating,SA,Fishing,M,36,N,9,Unknown Shark
2003,Unprovoked,USA,Swimming,F,8,N,13,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,17,Unknown Shark
2003,Unprovoked,USA,Standing,M,15,N,12,Unknown Shark
2003,Unprovoked,SA,Surfing,M,19,Y,14,White Shark
2003,Provoked,USA,Fishing,M,18,N,12,Bull Shark
2003,Unprovoked,USA,Swimming,F,50,Y,8,White Shark
2003,Unprovoked,USA,Swimming,M,31,N,0,Unknown Shark
2003,Unprovoked,SA,Surfing,M,16,N,8,White Shark
2003,Unprovoked,USA,Surfing,M,18,N,15,Unknown Shark
2003,Unprovoked,USA,Wading,F,15,N,14,Unknown Shark
2003,Unprovoked,BAH,Fishing,M,58,N,14,Unknown Shark
2003,Provoked,USA,Walking,M,10,N,10,Unknown Shark
2003,Unprovoked,BAH,Fishing,M,39,N,14,Bull Shark
2003,Unprovoked,USA,Surfing,M,17,N,13,Unknown Shark
2003,Unprovoked,USA,Surfing,M,15,N,10,Unknown Shark
2003,Unprovoked,USA,Standing,F,12,N,12,Unknown Shark
2003,Unprovoked,USA,Swimming,M,60,N,8,Unknown Shark
2003,Unprovoked,USA,Swimming,M,51,N,12,Unknown Shark
2003,Unprovoked,USA,Surfing,M,33,N,12,Sand Shark
2003,Unprovoked,USA,Surfing,M,15,N,11,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,10,Unknown Shark
2003,Unprovoked,USA,Wading,M,22,N,13,Unknown Shark
2003,Unprovoked,USA,Swimming,M,20,N,11,Reef Shark
2003,Provoked,USA,Surfing,M,34,N,11,Unknown Shark
2003,Unprovoked,USA,Walking,F,9,N,12,Unknown Shark
