year,type,country,activity,sex,age,fatal,time,species
2013,Unprovoked,AUS,Surfing,M,35,Y,9,White Shark
2013,Unprovoked,USA,Surfing,M,25,N,10,White Shark
2013,Unprovoked,AUS,Surfing,M,18,N,15,White Shark
2013,Provoked,BAH,Fishing,M,77,N,11,Unknown Shark
2013,Unprovoked,USA,Surfing,M,16,N,12,Unknown Shark
2013,Unprovoked,USA,Surfing,M,46,N,15,Tiger Shark
2013,Unprovoked,AUS,Diving,F,60,N,12,Blacktip Shark
2013,Unprovoked,REU,Surfing,M,24,N,16,Bull Shark
2013,Unprovoked,AUS,Fishing,M,18,N,10,White Shark
2013,Unprovoked,AUS,Surfing,M,41,N,18,Wobbegong Shark
2013,Unprovoked,USA,Diving,M,45,N,15,White Shark
2013,Unprovoked,USA,Surfing,M,25,N,11,Tiger Shark
2013,Unprovoked,USA,Wading,M,6,N,12,Nurse Shark
2013,Unprovoked,SA,Swimming,M,74,Y,11,White Shark
2013,Unprovoked,AUS,Diving,M,55,N,10,White Shark
2013,Unprovoked,USA,Surfing,M,45,N,8,White Shark
2013,Unprovoked,USA,Wading,M,12,N,15,Bull Shark
2013,Unprovoked,USA,Surfing,M,50,N,10,Unknown Shark
2013,Unprovoked,ISR,Diving,M,27,N,11,Unknown Shark
2013,Unprovoked,USA,Standing,M,7,N,10,Unknown Shark
2013,Unprovoked,USA,Swimming,M,45,N,13,Unknown Shark
2013,Unprovoked,USA,Surfing,M,18,N,10,Unknown Shark
2013,Unprovoked,USA,Swimming,M,21,N,15,Bull Shark
2013,Unprovoked,USA,Surfing,F,13,N,13,Unknown Shark
2013,Provoked,USA,Surfing,M,43,N,16,Unknown Shark
2013,Unprovoked,USA,Standing,M,25,N,16,Unknown Shark
2013,Unprovoked,USA,Swimming,M,17,N,13,Unknown Shark
2013,Unprovoked,USA,Fishing,M,9,N,12,Unknown Shark
2013,Unprovoked,USA,Swimming,M,18,N,23,Salmon shark
2013,Provoked,FR,Fishing,M,50,N,20,Mako Shark
2013,Unprovoked,USA,Surfing,F,11,N,17,Unknown Shark
2013,Unprovoked,AUS,Messing with Sharks,M,18,N,15,Unknown Shark
2013,Unprovoked,USA,Surfing,M,16,N,13,Unknown Shark
2013,Unprovoked,USA,Surfing,F,18,N,12,White Shark
2013,Unprovoked,USA,Diving,F,20,Y,16,Tiger Shark
2013,Unprovoked,USA,Surfing,F,19,N,13,Unknown Shark
2013,Unprovoked,USA,Surfing,M,10,N,17,Bull Shark
2013,Unprovoked,USA,Fishing,M,17,N,15,Bull Shark
2013,Unprovoked,USA,Diving,F,56,N,8,Unknown Shark
2013,Unprovoked,BAH,Fishing,M,40,N,16,Unknown Shark
2013,Unprovoked,MEX,Wading,F,18,N,11,Unknown Shark
2013,Unprovoked,USA,Surfing,M,18,N,14,Tiger Shark
2013,Unprovoked,BAH,Fishing,M,64,N,16,Nurse Shark
2013,Unprovoked,BAH,Diving,M,50,N,11,Unknown Shark
2013,Unprovoked,BRZ,Swimming,F,18,Y,13,Unknown Shark
2013,Unprovoked,USA,Walking,F,50,N,14,Unknown Shark
2013,Unprovoked,REU,Swimming,F,15,Y,14,Unknown Shark
2013,Unprovoked,USA,Wading,F,63,N,15,Unknown Shark
2013,Boating,USA,Fishing,M,18,N,15,White Shark
2013,Unprovoked,USA,Swimming,M,14,N,12,Unknown Shark
2013,Unprovoked,USA,Swimming,M,28,N,12,Tiger Shark
2013,Unprovoked,USA,Swimming,M,15,N,14,Unknown Shark
2013,Unprovoked,SA,Surfing,M,18,N,10,Unknown Shark
2013,Unprovoked,USA,Surfing,F,10,N,12,Unknown Shark
2013,Unprovoked,AUS,Surfing,M,18,N,16,Unknown Shark
2013,Unprovoked,USA,Swimming,M,11,N,12,Unknown Shark
2013,Provoked,PAL,Fishing,M,30,N,10,Unknown Shark
2013,Unprovoked,ECU,Surfing,M,29,N,12,Galapagos shark
2013,Unprovoked,REU,Surfing,M,36,Y,8,Bull Shark
2013,Unprovoked,USA,Surfing,M,16,N,11,Unknown Shark
2013,Unprovoked,MEX,Swimming,F,34,N,13,Tiger Shark
2013,Unprovoked,AUS,Fishing,M,51,N,14,Nurse Shark
2013,Unprovoked,USA,Surfing,M,9,N,10,Unknown Shark
2013,Unprovoked,USA,Surfing,M,21,N,13,Bull Shark
2013,Unprovoked,FP,Surfing,M,53,N,12,Blacktip Shark
2013,Unprovoked,USA,Surfing,M,58,N,8,Unknown Shark
2013,Provoked,SA,Fishing,M,30,N,9,Raggedtooth Shark
2013,Unprovoked,JAM,Fishing,M,68,Y,9,Tiger Shark
2013,Unprovoked,AUS,Fishing,M,28,N,9,Whaler Shark
2013,Unprovoked,NZ,Swimming,M,46,Y,13,White Shark
2013,Unprovoked,USA,Surfing,M,18,N,18,Reef Shark
2013,Unprovoked,USA,Surfing,M,18,N,18,Reef Shark
2013,Unprovoked,USA,Surfing,M,16,N,14,Blacktip Shark
2013,Unprovoked,USA,Surfing,M,43,N,16,Tiger Shark
2013,Unprovoked,AUS,Fishing,M,26,N,10,Unknown Shark
2012,Unprovoked,USA,Swimming,M,18,N,14,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,23,N,12,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,29,N,10,Bull Shark
2012,Unprovoked,USA,Surfing,M,60,N,13,Unknown Shark
2012,Unprovoked,AUS,Fishing,M,31,N,16,Tiger Shark
2012,Unprovoked,USA,Diving,M,61,N,9,Tiger Shark
2012,Unprovoked,AUS,Surfing,M,20,N,14,Unknown Shark
2012,Unprovoked,MEX,Swimming,M,32,Y,11,Unknown Shark
2012,Unprovoked,USA,Surfing,M,14,N,17,Unknown Shark
2012,Unprovoked,USA,Diving,M,30,N,8,Tiger Shark
2012,Unprovoked,USA,Surfing,M,43,N,8,Tiger Shark
2012,Unprovoked,USA,Surfing,M,25,N,12,White Shark
2012,Unprovoked,USA,Swimming,F,51,N,15,Tiger Shark
2012,Unprovoked,USA,Surfing,M,39,Y,11,White Shark
2012,Unprovoked,USA,Surfing,M,24,N,10,Unknown Shark
2012,Unprovoked,USA,Surfing,M,55,N,7,Unknown Shark
2012,Unprovoked,USA,Surfing,M,18,N,17,Unknown Shark
2012,Unprovoked,USA,Surfing,M,42,N,18,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,11,N,12,Unknown Shark
2012,Unprovoked,USA,Surfing,M,21,N,16,Unknown Shark
2012,Unprovoked,USA,Surfing,M,22,N,12,Unknown Shark
2012,Unprovoked,USA,Surfing,M,52,N,15,Unknown Shark
2012,Unprovoked,USA,Surfing,M,19,N,14,Unknown Shark
2012,Unprovoked,USA,Surfing,M,25,N,12,Unknown Shark
2012,Unprovoked,USA,Swimming,M,18,N,12,Unknown Shark
2012,Unprovoked,USA,Surfing,M,30,N,12,Unknown Shark
2012,Unprovoked,USA,Surfing,M,37,N,11,Unknown Shark
2012,Unprovoked,USA,Surfing,M,32,N,7,Unknown Shark
2012,Unprovoked,USA,Surfing,F,8,N,18,Unknown Shark
2012,Provoked,USA,Fishing,M,18,N,12,Tiger Shark
2012,Unprovoked,USA,Swimming,F,56,N,16,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,34,N,15,Unknown Shark
2012,Unprovoked,BRZ,Swimming,M,18,Y,12,Unknown Shark
2012,Boating,AUS,Fishing,M,18,N,12,Unknown Shark
2012,Unprovoked,REU,Surfing,M,39,N,17,Bull Shark
2012,Unprovoked,USA,Surfing,M,17,N,6,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,48,N,14,White Shark
2012,Unprovoked,USA,Surfing,M,44,N,16,Unknown Shark
2012,Unprovoked,USA,Surfing,M,50,N,15,White Shark
2012,Unprovoked,USA,Surfing,M,12,N,11,Unknown Shark
2012,Unprovoked,REU,Surfing,M,22,Y,16,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,24,Y,9,White Shark
2012,Unprovoked,USA,Swimming,F,43,N,17,Unknown Shark
2012,Unprovoked,AUS,Diving,F,42,N,15,Unknown Shark
2012,Boating,USA,Kayaking,M,52,N,8,Unknown Shark
2012,Unprovoked,SA,Surfing,M,29,N,16,Unknown Shark
2012,Unprovoked,USA,Swimming,M,6,N,19,Bull Shark
2012,Unprovoked,USA,Surfing,M,26,N,15,Unknown Shark
2012,Unprovoked,USA,Swimming,F,16,N,9,Reef Shark
2012,Unprovoked,USA,Swimming,M,12,N,16,Unknown Shark
2012,Unprovoked,AUS,Surfing,M,62,N,7,Unknown Shark
2012,Unprovoked,USA,Wading,F,6,N,11,Unknown Shark
2012,Provoked,USA,Fishing,M,23,N,14,Nurse Shark
2012,Unprovoked,USA,Swimming,F,18,N,12,Blacktip Shark
2012,Unprovoked,USA,Swimming,M,18,N,12,Unknown Shark
2012,Unprovoked,USA,Swimming,M,18,N,12,Blacktip Shark
2012,Unprovoked,USA,Swimming,M,16,N,13,Blacktip Shark
2012,Unprovoked,AUS,Surfing,M,42,N,10,Unknown Shark
2012,Provoked,IT,Messing with Sharks,M,57,N,10,Blue Shark
2012,Unprovoked,AUS,Surfing,M,30,N,14,White Shark
2012,Unprovoked,USA,Surfing,M,25,N,19,Unknown Shark
2012,Unprovoked,USA,Wading,F,33,N,13,Unknown Shark
2012,Unprovoked,MEX,Fishing,M,46,N,9,Bull Shark
2012,Unprovoked,USA,Surfing,M,22,N,15,Unknown Shark
2012,Boating,USA,Fishing,M,18,N,10,Tiger Shark
2012,Boating,USA,Fishing,M,30,N,14,White Shark
2012,Unprovoked,USA,Swimming,F,47,N,11,Unknown Shark
2012,Unprovoked,USA,Surfing,F,15,N,7,White Shark
2012,Unprovoked,USA,Surfing,M,28,N,19,Unknown Shark
2012,Unprovoked,SA,Surfing,M,20,Y,12,White Shark
2012,Unprovoked,USA,Surfing,M,28,N,12,Tiger Shark
2012,Unprovoked,AUS,Diving,M,33,Y,9,White Shark
2012,Unprovoked,USA,Surfing,M,21,N,14,Unknown Shark
2012,Boating,AUS,Fishing,M,18,N,5,White Shark
2012,Unprovoked,AUS,Surfing,M,20,N,17,Bull Shark
2012,Unprovoked,USA,Surfing,M,61,N,15,Bull Shark
2012,Unprovoked,USA,Surfing,F,15,N,16,Unknown Shark
2012,Unprovoked,USA,Surfing,M,17,N,16,Unknown Shark
2012,Unprovoked,NZ,Surfing,M,18,N,19,Unknown Shark
2012,Provoked,AUS,Diving,F,34,N,11,Nurse Shark
2012,Unprovoked,REU,Surfing,M,31,N,14,Unknown Shark
2012,Unprovoked,USA,Surfing,M,19,N,13,Unknown Shark
2012,Provoked,USA,Surfing,M,18,N,14,Spinner Shark
2012,Unprovoked,AUS,Fishing,M,18,N,16,Nurse Shark
2012,Unprovoked,AUS,Surfing,M,29,N,12,Unknown Shark
2012,Unprovoked,USA,Diving,M,18,N,11,Unknown Shark
2012,Unprovoked,AUS,Diving,M,26,N,12,Tiger Shark
2012,Unprovoked,AUS,Surfing,M,44,N,16,White Shark
2012,Unprovoked,SA,Swimming,M,25,Y,15,Bull Shark
2012,Unprovoked,AUS,Surfing,M,28,N,20,Unknown Shark
2012,Unprovoked,AUS,Fishing,M,34,N,9,Tiger Shark
2011,Unprovoked,USA,Surfing,M,18,N,18,Unknown Shark
2011,Unprovoked,ANT,Swimming,M,18,N,10,Unknown Shark
2011,Unprovoked,ECU,Surfing,M,23,N,18,Unknown Shark
2011,Unprovoked,USA,Surfing,M,27,N,12,Unknown Shark
2011,Unprovoked,AUS,Surfing,M,51,N,5,White Shark
2011,Unprovoked,USA,Surfing,F,18,N,9,Unknown Shark
2011,Unprovoked,AUS,Surfing,M,63,N,6,Unknown Shark
2011,Unprovoked,INDO,Surfing,M,18,N,13,Unknown Shark
2011,Unprovoked,AUS,Swimming,M,10,N,12,Wobbegong Shark
2011,Unprovoked,REU,Fishing,M,42,N,10,Unknown Shark
2011,Unprovoked,AUS,Diving,M,32,Y,13,White Shark
2011,Unprovoked,AUS,Diving,M,50,N,16,Unknown Shark
2011,Unprovoked,AUS,Swimming,M,64,Y,8,Unknown Shark
2011,Boating,REU,Sailing,M,51,N,10,Unknown Shark
2011,Unprovoked,USA,Fishing,M,18,N,12,Unknown Shark
2011,Unprovoked,USA,Surfing,M,27,N,9,Unknown Shark
2011,Unprovoked,SA,Swimming,M,43,N,12,White Shark
2011,Unprovoked,USA,Fishing,M,21,N,15,Bull Shark
2011,Unprovoked,USA,Shore Activity,M,5,N,10,Unknown Shark
2011,Boating,USA,Sailing,M,18,N,15,Unknown Shark
2011,Unprovoked,REU,Surfing,M,38,Y,15,Unknown Shark
2011,Unprovoked,USA,Surfing,M,25,N,11,Unknown Shark
2011,Unprovoked,USA,Surfing,M,37,N,12,Unknown Shark
2011,Unprovoked,PNG,Surfing,M,30,N,12,Tiger Shark
2011,Unprovoked,USA,Surfing,M,18,N,13,Unknown Shark
2011,Unprovoked,AUS,Surfing,M,21,Y,13,White Shark
2011,Unprovoked,USA,Surfing,M,19,N,11,Spinner Shark
2011,Unprovoked,USA,Surfing,M,19,N,11,Unknown Shark
2011,Unprovoked,AUS,Swimming,M,48,N,19,Unknown Shark
2011,Unprovoked,USA,Fishing,F,39,N,19,Unknown Shark
2011,Unprovoked,RUS,Standing,M,18,N,10,Unknown Shark
2011,Unprovoked,USA,Surfing,M,10,N,15,Unknown Shark
2011,Unprovoked,SA,Surfing,M,49,Y,9,White Shark
2011,Unprovoked,USA,Wading,F,20,N,17,Tiger Shark
2011,Unprovoked,USA,Surfing,M,12,N,16,Unknown Shark
2011,Unprovoked,RUS,Swimming,M,25,N,10,Unknown Shark
2011,Unprovoked,FP,Surfing,M,32,N,15,Reef Shark
2011,Unprovoked,USA,Swimming,M,27,N,22,Unknown Shark
2011,Unprovoked,SEY,Swimming,M,30,Y,16,Bull Shark
2011,Unprovoked,USA,Swimming,M,54,N,14,Unknown Shark
2011,Unprovoked,SEY,Diving,M,36,Y,15,Unknown Shark
2011,Unprovoked,USA,Fishing,M,18,N,22,Unknown Shark
2011,Unprovoked,SA,Surfing,M,29,N,10,White Shark
2011,Unprovoked,USA,Surfing,F,6,N,17,Unknown Shark
2011,Boating,REU,Kayaking,M,18,N,17,Unknown Shark
2011,Unprovoked,USA,Fishing,M,18,N,20,Unknown Shark
2011,Unprovoked,BAH,Diving,M,54,N,12,Unknown Shark
2011,Unprovoked,USA,Swimming,M,12,N,17,Unknown Shark
2011,Unprovoked,REU,Surfing,M,16,N,14,Unknown Shark
2011,Unprovoked,COL,Kayaking,M,17,N,10,Unknown Shark
2011,Unprovoked,TC,Diving,M,28,N,13,Unknown Shark
2011,Unprovoked,BRZ,Surfing,M,21,N,10,Unknown Shark
2011,Unprovoked,SA,Diving,M,22,N,12,Bull Shark
2011,Unprovoked,USA,Surfing,F,10,N,12,Bull Shark
2011,Unprovoked,USA,Surfing,M,18,N,13,White Shark
2011,Unprovoked,USA,Surfing,M,20,N,12,Unknown Shark
2011,Unprovoked,CR,Surfing,M,15,Y,12,Unknown Shark
2011,Unprovoked,REU,Surfing,M,31,Y,17,Unknown Shark
2011,Unprovoked,USA,Diving,M,28,N,14,Blacktip Shark
2011,Unprovoked,USA,Wading,M,19,N,12,Unknown Shark
2011,Unprovoked,USA,Standing,F,22,N,15,Unknown Shark
2011,Unprovoked,USA,Surfing,F,18,N,13,Tiger Shark
2011,Unprovoked,USA,Surfing,F,18,N,12,Tiger Shark
2011,Unprovoked,SA,Fishing,M,28,Y,12,Zambesi Shark
2011,Unprovoked,USA,Surfing,M,86,N,15,Unknown Shark
2011,Unprovoked,NC,Surfing,M,15,Y,11,Tiger Shark
2011,Unprovoked,USA,Surfing,M,37,N,6,Unknown Shark
2011,Unprovoked,AUS,Fishing,M,17,N,15,Reef Shark
2011,Unprovoked,USA,Surfing,M,49,N,15,Unknown Shark
2011,Unprovoked,NZ,Surfing,M,41,N,12,Whaler Shark
2011,Unprovoked,INDO,Surfing,M,18,N,10,Bull Shark
2011,Unprovoked,FIJI,Diving,M,27,N,12,Unknown Shark
2011,Unprovoked,AUS,Surfing,M,48,N,17,Bull Shark
2011,Unprovoked,FIJI,Fishing,M,30,N,16,Unknown Shark
2011,Unprovoked,AUS,Surfing,F,24,N,13,Unknown Shark
2011,Provoked,AUS,Fishing,M,36,N,10,Bull Shark
2011,Unprovoked,NC,Fishing,M,21,N,12,Unknown Shark
2011,Unprovoked,REU,Surfing,M,32,N,18,Unknown Shark
2011,Unprovoked,AUS,Diving,M,49,Y,18,White Shark
2011,Provoked,AUS,Fishing,M,18,N,10,Unknown Shark
2011,Unprovoked,AUS,Diving,M,58,N,12,Unknown Shark
2011,Unprovoked,MEX,Swimming,F,38,N,12,Unknown Shark
2011,Unprovoked,BAH,Diving,M,55,N,15,Reef Shark
2011,Unprovoked,AUS,Swimming,F,7,N,17,Unknown Shark
2011,Unprovoked,SA,Surfing,M,16,Y,12,Unknown Shark
2011,Boating,AUS,Fishing,M,18,N,12,White Shark
2010,Unprovoked,USA,Surfing,M,16,N,15,Unknown Shark
2010,Unprovoked,USA,Surfing,M,46,N,13,Unknown Shark
2010,Unprovoked,EGY,Diving,F,70,Y,12,White Shark
2010,Unprovoked,EGY,Diving,M,54,N,11,Mako Shark
2010,Unprovoked,EGY,Diving,M,46,N,10,Mako Shark
2010,Unprovoked,EGY,Diving,F,70,N,14,White Shark
2010,Unprovoked,EGY,Diving,F,48,N,14,White Shark
2010,Unprovoked,SAM,Fishing,M,47,N,10,Unknown Shark
2010,Provoked,USA,Diving,M,33,N,13,Unknown Shark
2010,Unprovoked,DR,Diving,M,21,Y,10,Unknown Shark
2010,Boating,AUS,Fishing,M,18,N,22,White Shark
2010,Unprovoked,AUS,Diving,F,20,N,12,White Shark
2010,Unprovoked,USA,Surfing,M,18,N,15,Unknown Shark
2010,Unprovoked,USA,Diving,M,30,N,12,Unknown Shark
2010,Unprovoked,USA,Surfing,M,19,Y,8,White Shark
2010,Unprovoked,AUS,Surfing,M,22,N,13,Bull Shark
2010,Unprovoked,BAH,Surfing,F,18,N,15,Lemon Shark
2010,Unprovoked,SA,Surfing,M,15,N,14,Unknown Shark
2010,Unprovoked,USA,Surfing,M,29,N,16,White Shark
2010,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,15,N,17,Unknown Shark
2010,Unprovoked,TONG,Swimming,M,24,N,12,Unknown Shark
2010,Unprovoked,USA,Surfing,M,24,N,12,Unknown Shark
2010,Unprovoked,USA,Surfing,M,24,N,9,Unknown Shark
2010,Unprovoked,USA,Surfing,M,10,N,9,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,31,Y,8,White Shark
2010,Provoked,AUS,Fishing,F,18,N,19,Unknown Shark
2010,Unprovoked,SK,Swimming,F,16,N,12,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,47,N,8,Unknown Shark
2010,Unprovoked,USA,Surfing,M,25,N,15,Unknown Shark
2010,Unprovoked,USA,Swimming,F,18,N,19,Unknown Shark
2010,Boating,USA,Kayaking,M,18,N,12,White Shark
2010,Unprovoked,USA,Standing,F,37,N,11,Unknown Shark
2010,Unprovoked,USA,Surfing,M,20,N,16,Unknown Shark
2010,Unprovoked,USA,Swimming,M,10,N,10,Blacktip Shark
2010,Unprovoked,USA,Swimming,F,13,N,13,Tiger Shark
2010,Provoked,ESP,Swimming,M,9,N,19,Angel shark
2010,Provoked,USA,Fishing,M,20,N,12,Blue Shark
2010,Unprovoked,USA,Surfing,M,19,N,10,Unknown Shark
2010,Unprovoked,USA,Surfing,M,48,N,15,Unknown Shark
2010,Unprovoked,USA,Swimming,F,13,N,13,Unknown Shark
2010,Unprovoked,VN,Swimming,M,17,N,17,Unknown Shark
2010,Unprovoked,USA,Surfing,F,18,N,12,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,40,N,12,Unknown Shark
2010,Provoked,USA,Fishing,M,49,N,8,Lemon Shark
2010,Unprovoked,VN,Rescuing,F,58,N,18,Unknown Shark
2010,Unprovoked,VN,Swimming,F,60,N,18,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,18,N,16,Unknown Shark
2010,Unprovoked,MAD,Diving,M,59,N,9,Unknown Shark
2010,Unprovoked,USA,Wading,F,10,N,10,Unknown Shark
2010,Provoked,USA,Messing with Sharks,M,29,N,12,Lemon Shark
2010,Unprovoked,USA,Surfing,M,68,N,16,Unknown Shark
2010,Unprovoked,SA,Surfing,M,35,N,10,Unknown Shark
2010,Unprovoked,EGY,Swimming,M,24,N,14,White Shark
2010,Unprovoked,REU,Surfing,M,34,N,11,Unknown Shark
2010,Unprovoked,NZ,Swimming,M,18,N,22,Blue Shark
2010,Unprovoked,SA,Surfing,M,18,N,11,Unknown Shark
2010,Unprovoked,FIJI,Diving,M,19,Y,9,Unknown Shark
2010,Unprovoked,AUS,Diving,F,60,N,13,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,46,N,8,Wobbegong Shark
2010,Unprovoked,AUS,Surfing,M,18,N,15,White Shark
2010,Provoked,USA,Fishing,M,18,N,15,Spinner Shark
2010,Unprovoked,GU,Fishing,M,31,N,11,Unknown Shark
2010,Unprovoked,USA,Surfing,M,38,Y,15,Unknown Shark
2010,Provoked,NZ,Surfing,F,14,N,18,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,18,N,16,Unknown Shark
2010,Unprovoked,UAE,Surfing,M,54,N,10,Unknown Shark
2010,Unprovoked,AUS,Surfing,M,18,N,7,Unknown Shark
2010,Unprovoked,SA,Standing,M,37,Y,15,White Shark
2010,Unprovoked,VN,Surfing,M,18,N,17,Unknown Shark
2010,Unprovoked,VN,Swimming,M,18,N,6,Unknown Shark
2010,Unprovoked,USA,Fishing,M,32,N,10,Unknown Shark
2009,Unprovoked,SA,Wading,M,20,N,8,Unknown Shark
2009,Provoked,AUS,Swimming,M,55,N,11,Unknown Shark
2009,Unprovoked,MOZ,Swimming,M,27,N,16,Zambesi Shark
2009,Boating,AUS,Kayaking,M,18,N,11,Unknown Shark
2009,Unprovoked,AUS,Fishing,M,18,N,7,Bull Shark
2009,Unprovoked,SA,Paddling on kneeboard,M,22,Y,14,Unknown Shark
2009,Unprovoked,AUS,Surfing,M,39,N,7,Unknown Shark
2009,Boating,AUS,Sailing,M,18,N,7,White Shark
2009,Provoked,USA,Diving,M,58,N,13,Tiger Shark
2009,Unprovoked,USA,Surfing,M,49,N,15,Unknown Shark
2009,Unprovoked,USA,Wading,M,10,N,10,Unknown Shark
2009,Unprovoked,USA,Fishing,M,31,N,16,Thresher shark
2009,Unprovoked,USA,Surfing,M,22,N,9,Unknown Shark
2009,Unprovoked,USA,Surfing,F,27,N,16,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,12,Unknown Shark
2009,Unprovoked,AUS,Kayaking,M,25,N,10,Unknown Shark
2009,Unprovoked,USA,Surfing,M,21,N,18,Unknown Shark
2009,Boating,AUS,Kayaking,M,27,N,10,White Shark
2009,Unprovoked,AUS,Surfing,F,17,N,7,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,17,Unknown Shark
2009,Unprovoked,USA,Surfing,M,54,N,6,Unknown Shark
2009,Unprovoked,PAN,Wading,F,10,N,18,Unknown Shark
2009,Provoked,UK,Diving,M,23,N,14,Angel shark
2009,Unprovoked,USA,Surfing,M,18,N,11,Unknown Shark
2009,Provoked,UK,Fishing,M,39,N,12,Spurdog
2009,Unprovoked,USA,Swimming,M,18,N,17,Bull Shark
2009,Unprovoked,USA,Swimming,M,60,Y,21,Unknown Shark
2009,Unprovoked,BRZ,Swimming,M,15,Y,12,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,18,Unknown Shark
2009,Unprovoked,SA,Surfing,M,25,Y,15,White Shark
2009,Unprovoked,USA,Swimming,F,22,N,16,White Shark
2009,Unprovoked,USA,Swimming,M,26,N,19,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,8,Tiger Shark
2009,Unprovoked,USA,Fishing,M,56,N,10,Bull Shark
2009,Unprovoked,AUS,Surfing,M,14,N,6,Unknown Shark
2009,Unprovoked,VN,Swimming,F,41,N,17,Unknown Shark
2009,Unprovoked,USA,Wading,F,14,N,12,Unknown Shark
2009,Unprovoked,ESP,Swimming,F,11,N,10,Unknown Shark
2009,Unprovoked,USA,Swimming,F,26,N,15,Unknown Shark
2009,Unprovoked,USA,Swimming,F,19,N,15,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,8,Unknown Shark
2009,Unprovoked,SA,Surfing,M,37,N,11,Unknown Shark
2009,Unprovoked,USA,Surfing,F,12,N,16,Unknown Shark
2009,Provoked,USA,Swimming,F,43,N,15,Nurse Shark
2009,Unprovoked,AUS,Surfing,M,52,N,8,Unknown Shark
2009,Unprovoked,USA,Crawling,M,14,N,17,Unknown Shark
2009,Unprovoked,EGY,Diving,F,50,Y,10,White Shark
2009,Provoked,TW,Fishing,M,46,N,20,Unknown Shark
2009,Provoked,USA,Swimming,M,18,N,20,Unknown Shark
2009,Unprovoked,USA,Surfing,M,31,N,9,Blacktip Shark
2009,Unprovoked,USA,Surfing,M,49,N,10,Blacktip Shark
2009,Unprovoked,USA,Surfing,M,55,N,10,Blacktip Shark
2009,Provoked,GU,Fishing,M,27,N,12,Blacktip Shark
2009,Unprovoked,USA,Surfing,F,18,N,16,Unknown Shark
2009,Unprovoked,USA,Surfing,M,18,N,10,Unknown Shark
2009,Unprovoked,USA,Surfing,M,20,N,12,Unknown Shark
2009,Unprovoked,USA,Surfing,M,52,N,16,Unknown Shark
2009,Unprovoked,USA,Surfing,M,31,N,13,Unknown Shark
2009,Unprovoked,AUS,Surfing,M,40,N,8,Unknown Shark
2009,Unprovoked,SA,Swimming,M,24,N,10,Unknown Shark
2009,Unprovoked,USA,Fishing,M,18,N,7,White Shark
2009,Unprovoked,USA,Wading,M,15,N,16,Unknown Shark
2009,Unprovoked,SA,Surfing,M,16,Y,12,Unknown Shark
2009,Unprovoked,AUS,Surfing,M,17,N,18,Whaler Shark
2009,Unprovoked,AUS,Surfing,M,18,N,10,Unknown Shark
2009,Unprovoked,AUS,Surfing,F,18,N,7,Unknown Shark
2009,Unprovoked,USA,Surfing,F,17,N,17,Unknown Shark
2009,Unprovoked,USA,Swimming,M,61,N,20,Unknown Shark
2009,Unprovoked,NC,Surfing,M,19,Y,11,Unknown Shark
2009,Provoked,SA,Fishing,M,40,N,13,Blue Shark
2009,Unprovoked,AUS,Surfing,M,15,N,6,Unknown Shark
2009,Unprovoked,AUS,Fishing,M,18,N,10,Unknown Shark
2009,Unprovoked,AUS,Surfing,M,18,N,17,Unknown Shark
2009,Unprovoked,AUS,Surfing,M,33,N,19,White Shark
2009,Unprovoked,AUS,Surfing,M,41,N,11,White Shark
2009,Unprovoked,AUS,Surfing,M,18,N,7,Unknown Shark
2009,Unprovoked,CUB,Fishing,M,15,N,10,Bull Shark
2009,Boating,NZ,Fishing,M,18,N,19,Unknown Shark
2009,Unprovoked,AUS,Swimming,M,19,N,16,Unknown Shark
2009,Unprovoked,SA,Swimming,M,25,Y,14,Tiger Shark
2009,Boating,AUS,Fishing,M,18,N,9,White Shark
2009,Unprovoked,AUS,Diving,M,24,N,10,Unknown Shark
2009,Unprovoked,AUS,Surfing,F,13,N,15,White Shark
2009,Unprovoked,AUS,Surfing,M,31,N,9,White Shark
2009,Unprovoked,NZ,Swimming,M,49,N,17,Broadnose Shark
2008,Unprovoked,AUS,Crabbing,M,18,N,9,Unknown Shark
2008,Boating,AUS,Kayaking,M,29,N,11,White Shark
2008,Unprovoked,AUS,Diving,M,51,Y,7,White Shark
2008,Boating,USA,Kayaking,M,18,N,15,White Shark
2008,Provoked,SA,Fishing,M,15,N,20,Raggedtooth Shark
2008,Boating,AUS,Fishing,M,18,N,10,White Shark
